foruser,bname,categories,businessid,username,yelping since,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,latitude,longitude,text
gu_psXKjPTywXuDgrhY_rA,Adept Garage Doors- North,Home Services#Garage Door Services,SJMV-LqKRqXd8MUVHm3mmg,Vicky,1.38855E+12,0,0,0,1,0,5,5,0,36.25970886,-115.1642633,Happy to say I highly recommend this company.  We accidentally buckled our garage door on a Saturday morning and got it repaired within two hours.  They are very customer oriented explaining their repair as well as preventative maintenance.
gu_psXKjPTywXuDgrhY_rA,District One Kitchen & Bar,Asian Fusion#Restaurants,kJfT-kJUHQ-gxq0fhu4vdg,Momo,1.34647E+12,10,6,12,538,37,4,4.56,41,36.128083,-115.224558,"UNIQUE ASIAN  DINING PLATFORMRefreshingly new approach to the SE Asian cuisine experience especially so for surrounding old schooled Chinatown. Split level seating with spacious booths, lots of flat screens suspended overhead to glance at, and staffed with Am-Asians who are better than typical Chinatown expressionless order takers. Another unique feature, they're open till 3 a.m.We happened to discover this place while researching for places with extended late hours and ox tail soup. Photos and familiarity of other Yelp diners provided positive detail.Didn't try the oxtail noodle soup as had initially thought. Too hard to pass up the Hue Spicy Beef Noodle as it might allude to some of us that it's Bun Bo Hue... but it's not. Doesn't include tamarind shavings,  blood cubes or a pig's knuckle. Suggest the meats be added last to avoid over cooking. Still a very filling and satisfying spicy noodle soup experience. Three meats rice dish of grilled pork, beef kalbi plus sweet lop cheung with hot steaming white rice was definitely a ""haven't eaten all day"" filler up meal. The egg on top of the rice is an ""ohana"" touch. Oyster sauce and drop of sesame oil would have taken the house down. LoLWill be back for more."
gu_psXKjPTywXuDgrhY_rA,Parsley Mediterranean Grill,Mediterranean#Restaurants,SKO1eefgrWjTp-NnsS7FTw,Dorit,1.32272E+12,0,0,0,3,6,5,4.33,0,36.072381,-115.100413,"Came here for the first time a couple months ago and wasn't very impressed, but I was blown away upon my second visit last week. It must be under new management or something. Employees were very helpful and even let me sample the shawarma. Ended up going with the chicken kabob bowl, which takes a few extra minutes to prepare, but was worth the wait. The meat was so juicy and flavorful. I also love those little picked carrots they serve. So tasty! I would love to have one of these closer to where I live."
gu_psXKjPTywXuDgrhY_rA,Bacchanal Buffet,Buffets#Restaurants,sIyHTizqAiGu12XMLX3N3g,Robert,1.30422E+12,1,1,0,7,0,4,2.29,0,36.11585434,-115.1761744,"Other than 500 suckers waiting in a 2 hour line ( I had front of the line passes) this place is top notch, not your typical Vegas buffet!!! Worth every penny$$$$$"
gu_psXKjPTywXuDgrhY_rA,Zookz Sandwiches,Breakfast & Brunch#Sandwiches#Restaurants,e9QRvkzssPNRmBLlDem9ZQ,Maria,1.37801E+12,0,0,1,1,1,5,5,0,33.5071729,-112.0749616,Zookz is the place to go for breakfast and lunch doesn't matter the time it's all so very good! you get a nice yummy sandwich with and edge and a side of your choice. All the side foods are so darn good it's a challenge to pick which one you'd like to eat. there are millions of good things I can say about zookz. I highly recommend this place for sure !!!!
gu_psXKjPTywXuDgrhY_rA,Bobby Q,American (New)#Barbeque#Restaurants,rZbHg4ACfN3iShdsT47WKQ,Kimberly,1.36479E+12,0,0,1,44,2,5,3.84,1,33.560853,-112.116198,Wow! We were in this area and decided to yelp for the highest rated restaurant. Bobby Q's was the one. We were so happy with our choice! The food and service were both amazing. Our kids walked away saying it was the best restaurant ever. The baby back ribs and smokehouse burger were the best. We also enjoyed the corn bread muffins at the beginning.  We will definitely be coming back. It's a new favorite for us.
gu_psXKjPTywXuDgrhY_rA,Thimbleberry House,Flowers & Gifts#Shopping#Florists,9nPCKf268xToQ-eHK_cx3g,Cookie,1.31217E+12,0,0,1,24,0,5,3.79,0,36.1918291,-115.3056102,Much more than a florist if you are looking for some creative help on a gift this is must visit. Thimbleberry House is now my ONLY florist and decor shop.
gu_psXKjPTywXuDgrhY_rA,Grimaldi's Pizzeria,Pizza#Restaurants,z67yrh03lRSANrpPsRcTfw,Danny,1.2491E+12,0,0,0,32,17,5,4.12,1,36.01596967,-115.1193117,"I'm from LA and I go to Vegas a few times a year.Every trip I make, I make sure I stop by here atleast once!My cousin brought me here once and I've been going ever since!I LOVE pizza and am very picky when it comes to eating pizza.what I love about Grimaldi's is you can order a simple pizza and it'll come out great and full of flavor!Definitely worth trying if you're into pizza...and if you're not!"
3M0nfSDXwlyDSE5ofPcXsg,Phoenix City Grille,Pubs#Bars#Nightlife#Irish#Restaurants,Pfb6VOIiroqDWOebfgWGPQ,Shairy,1.16763E+12,0,0,0,19,16,5,4.37,0,33.52265,-112.0475118,"Located on the SW corner of 16th St. and Bethany Home Rd. in a strip mall.  Great casual dining in a soft desert toned ambiance; ample portions of really good home cooking served with flair (presentation is everything) at moderate prices.  What more could you ask for? Oh, wine you say?  Well here you go - a comfortable little bar area (yes, cocktails too) in which to chill out at day's end and catch the ball game of the day or vent about work.  Or alternately makes a great place to do business or dare I say - meet a date?"
3M0nfSDXwlyDSE5ofPcXsg,Torrid,Women's Clothing#Fashion#Shopping,GwNw2geUXjn-w4hxKjTVvQ,TRACY,1.20702E+12,1,0,2,8,5,4,4,1,33.5736474,-112.1246893,"I am a big fan of Torrid!  The clothes and accessories are cute, fun, and trendy.  However, I have always been able to find basics (i.e. tanks, tees, cardigans, blazers).  Most people would not consider me plus-sized; I wear a size 8/10 pants, but  I am a big chested girl.   The size 0 and 12 tops fit me perfectly.  And when they have sales, they have great sales!!!!"
3M0nfSDXwlyDSE5ofPcXsg,24 Hour Fitness,Active Life#Cycling Classes#Gyms#Trainers#Fitness & Instruction,Iu8jmmDFcDSf5PCdor1dvg,Misty,1.23588E+12,1,1,3,78,2,5,4.22,0,33.5767333,-112.1251993,"I have been a member to many gyms and this one is by far my favorite.  The facility is very clean, their janitorial staff  also works 24 hours.  They also have plenty of equipment so Im never stuck waiting for an available machine (Very Important)  and the staff is very friendly.  I have already got my family, classmates, and friends to sign up and they also love it.  If you are looking to sign up for a gym, you should definitely check this place out."
3M0nfSDXwlyDSE5ofPcXsg,Piero's Italian Cuisine,Seafood#Restaurants#Italian,5f8tdGEQ_L3a9hyEbMjAwQ,David,1.25705E+12,1,0,1,56,4,5,2.66,1,36.1320061,-115.156035,"Reminds me of Golden Steer, but this place is a bit more upscale and trendy than truly old-school Vegas. At least that's the way it feels.Great ambiance here, and you should expect a heavy dose of locals and celebrities depending on your reservation time.  Solid martinis, great service, and tons of good options.  We over ordered and over ate, but we were talking about our meal for days. No specific recommendations - order whatever you like, as we didn't try anything we didn't enjoy.Worth a trip off the Strip - it's super close without being loud and inside a smokey casino."
3M0nfSDXwlyDSE5ofPcXsg,Encore,Arts & Entertainment#Resorts#Casinos#Event Planning & Services#Hotels & Travel#Hotels,eRRyfI6QVvSviirRF8UGzQ,Cherie,1.24115E+12,0,0,1,49,1,4,3.78,2,36.12768447,-115.1674461,"GORGEOUS sexy, spacious, and modern rooms. Tight security. Kinda a pain in the butt for guests of guests to get in but, I prefer it that way. I appreciate knowing that the staff is taking some care to make sure that people who have no business being in the hotel suite area are not wandering about. The pool was a blast. We spent most of the first day gambling at the craps and blackjack tables at the european pool. The crowd was sexy, upscale, international and very friendly. Bonus the servers never let our free cocktails go empty for too long. :o) PS. they have great deals if you book in advance. We paid ~ $220 per night for the weekend! I would definitely come back!  :o)"
3M0nfSDXwlyDSE5ofPcXsg,Caf̩ Gitana,Food#Coffee & Tea#Hookah Bars#Bars#Nightlife,zT1YculChGH2SuomkPDWZQ,Bunny,1.23346E+12,0,0,0,292,34,4,3.86,22,45.5163732,-73.5665487,"Great hookah bar. It had middle eastern tapestry on the walls, middle eastern music playing, and comfortable seating to lounge in.Cafe Gitana was great in their service. The staff checked up on us and promptly brought out our beer and wine. We had gone to another hookah bar the night before, which despite their cheap prices, we weren't a fan. At Cafe Gitana, it costs about $14 for a shisha with two coals. That could last you a good while. We stayed for about an hour and we barely finished one coal.Wish we came here the first night in Montreal. Great place."
3M0nfSDXwlyDSE5ofPcXsg,Club Cafe,Bars#Nightlife#Lounges,cMye2oCRy1qAvwMK-7i6JA,Jason,1.34379E+12,0,0,0,15,7,4,4.07,1,40.4288981,-79.9865133,"While I'm not a regular, I've been here over a dozen times in the past five or six years, so I feel like I have a good idea of what Club Cafe does right.It's a small, cozy live music venue that serves food and beverages. Depending on the show or event, there are (or aren't) a fair number of tables. No matter what, though, there's a padded bench that lines about a quarter of the space. That's a nice place to park and take in a show, provided you can get to the club early enough to get a seat.There's a fairly small menu, but since this is a concert venue first and foremost that makes sense. I've had chili and sandwiches there before, and everything was above average. People seem to really dig their pizza, too, which always looks when I see a steaming pie drift past. There are usually lots of good craft and imported beers either on tap or bottled, and they whip up some mean mixed drinks. Fair wine list too, if that's your bag. Service can get a little chaotic once music starts, but that doesn't bother me too much.Club Cafe usually attracts smaller bands, from local Pittsburgh acts to national indie artists. Some higher-profile names sell out quickly (Sufjan Stevens right around the time of his Illinoise release, for instance), other modestly popular acts still draw a large crowd (Richard Buckner, to use an example from a couple of years ago, or Wovenhand). One of my qualms with the place is that the club's in-house sound set-up always seems pushed to its limit with distorted electric guitars. The stage is also small enough that any band that has more than three people looks like they're trying not to knock their bandmates over. One problem I always have with Club Cafe--and I get that this might be a ""it's me, not you"" kind of thing--is that there's ALWAYS at least one incredibly loud person doing their best to ruin a show. I guess they get plastered before the show at the bar and then buy a ticket so they can keep drinking? I realize that talking to your friends is fun, but come on...other people are trying to watch the show! This has happened the last six shows I've been to. Pittsburgh people tend to be polite, so usually no one says anything...including the staff. THAT is what frustrates me."
3M0nfSDXwlyDSE5ofPcXsg,JINYA Ramen Bar,Ramen#Japanese#Restaurants,ySpNcdz0tSpaPNqefAbfOw,Geselle,1.37006E+12,2,1,1,107,87,4,3.67,7,36.1158115,-115.2068476,"I'm. Surprised.Never thought I would see a ramen place excel higher than monta. Well, this place is pretty damn close. Keep it up and I would say they finally raised the bar for ramen in this town! Their broth (tonkatsu premium white) is less salty, thick and creamy. It sits well in your stomach. It doesn't feel fattening, and is really light. When you eat it, it goes down so smooth and you don't feel humongous after you eat a bowl. You simply feel satisfied.Get the combos for more for your buck! Awesome prices. Chasu bowls are really good. The Jinya bun is suuuuper yummy I could eat those all day.The atmosphere is awesome. Nice setting. Loud music. When you walk in they immediately greet you hello. When you walk out they immediately greet you goodbye. You feel like you're a famous someone, and that's an awesome feeling! The waitresses are super sweet! She even remembered me after just two visits. This place is definitely a hot spot. Their girls bathroom is also pretty awesome. And I love the fact that they're open late til 3am. Finally don't have to rush for ramen because most of them close at 11am.Kudos to you, Jinya."
3M0nfSDXwlyDSE5ofPcXsg,Nobu,Japanese#Restaurants,Iyy4pDmnKTZkAorzclO4Eg,Melanie,1.40687E+12,0,0,0,2,0,5,4,0,36.11703446,-115.1775155,Amazing food and service! Pricy but worth the price for the taste and service. A few family members have food allergies but they were very accommodating and nobody got sick!
3M0nfSDXwlyDSE5ofPcXsg,Naked Fish's Sushi & Grill,Sushi Bars#Japanese#Restaurants,P8gXyZy1ZS7B4S20q8hzPQ,Tommy,1.28331E+12,0,0,1,152,78,4,3.94,3,36.1191125,-115.2797333,I think this place was very decent but be prepared to spend a little more than your AYCE places. I usually stick to what I order everywhere but I determine which place has the best. I will say this the quality is on point and they know how to make sushi but I'm probably not coming back anytime soon because what we had wasn't memorable. I think what would help this place is to make something nobody else makes and put it on the menu as a special! It could help but still no complaints here
3ldgW4k0G1Eb6ZpQJcKdUA,Chicken Bonz,Burgers#Chicken Wings#Restaurants,IR1vDeNJv6vOQgWdPe7VsQ,David,1.25437E+12,1,0,1,9,18,4,4.22,1,36.056075,-115.280912,"Yes! finally I got to try Chicken Bonz. And it was close to my house. Recently opened (within the past week), I came home from work to find a menu and coupon for a free order of sweet potato tots under my door. That definitely gets me in.I got take out. Free tots and 12 bone in wings. They have a bunch of flavors like different heat level buffalo sauces and some new flavors like sweet chili garlic. I got Honey BBQ and Oriental sesame. These wings were great for bone in. Tons of meat on the bone, crispy, and both flavors were great. The tots were crispy and good. I want to go back and try their all you can eat wing deal. They also have boneless wings and burgers on the menu. http://www.chickenbonz.com/menu.html They also have free wi-fi. They are right across the street from a Buffalo Wild Wings but I hope they do good."
3ldgW4k0G1Eb6ZpQJcKdUA,Akita Sushi,Sushi Bars#Restaurants,Vm256P3nWpc8lHF32wjTtQ,Thomas,1.36479E+12,0,0,0,2,0,5,4.5,0,33.5691722,-111.8857245,This place is a dream come true to me. 12 bucks for unlimited amounts of everything on the menu. Obviously its not going to be the pinnacle of sushi but it's still tasty refreshing sushi. All the servers were very friendly and supportive of any egregious amount you want to order. Filling and satisfying. I have absolutely nothing negative to say about this place.
3ldgW4k0G1Eb6ZpQJcKdUA,Phoenix Pool Boys,Home Services#Pool Cleaners,5R5D-0RBLNRb3nWm-LwlPQ,Jamie,1.39365E+12,0,1,1,4,0,5,5,0,33.284713,-111.874384,"Remarkable service, great quality and very professional. Excellent follow-up and responsive! Provided a thorough list of recommendations and showed me the work he would do in advance. I would HIGHLY recommend for anyone with a pool to use Phoenix Pool Boys - Impressive!"
3ldgW4k0G1Eb6ZpQJcKdUA,Stinkweeds Record Exchange,"Music & DVDs#Books, Mags, Music & Video#Shopping",Re0Xw-AYkn6NK7QRk3kPEg,Corianne,1.18862E+12,1,0,1,66,18,5,3.36,6,33.5095746,-112.0747597,"Do you fancy yourself a music snob? Then this is the place for you! If you can find it at Target, you probably won't find it here, which is why I love it. Within the confines of the four tiny walls lies a treasure trove full of obscure, independent and local bands that you won't find anywhere else. The listening stations are great- i've fallen in love with many new bands this way. I love Stinkweeds. If I visited as often as i'd like to, I'd be living in a box. But hey, I'd be in a box with a kick-ass music collection."
3ldgW4k0G1Eb6ZpQJcKdUA,Bocata,Modern European#Tapas/Small Plates#Restaurants,4Cb0o2AU9PWN_7ZCfwYyLg,Mike,1.25964E+12,0,0,0,3,1,5,4.67,0,45.501442,-73.55588,"The concierge at Hotel Gault recommended Bocata, and I'm glad he did--I don't think I would have tried it given the lack of Yelp coverage. We had a great experience: relaxed, intimate room, friendly service, and a great sommelier who imports small-batch wines from France. The portions are between tapas and a regular entree. My wife and I split five between us, and were happy. The oysters were fantastic, as was the Halibut and heirloom tomato salad. The short rib and filet, and the carbonara were very good. Highly recommended."
3ldgW4k0G1Eb6ZpQJcKdUA,Khai Hoan Restaurant,Vietnamese#Restaurants,MAfc2V_EVtyR9rMxxEAPLg,Macy,1.28064E+12,3,2,2,15,61,4,3.59,5,33.4146742,-111.913402,"What can I say? Khai Hoan has the best Pho that I have tasted in the Phoenix area. I generally get the Pho with Rare Beef and Beef Balls. The broth is tasty and not too salty or oily, and the Beef is super tender. Also not to miss is the spring rolls. At first sight I was a little weirded out as they looked (and felt) like *ahem* something you may find at the Le Castle Boutique, but that's just how spring rolls are (chef boyfriend says technically they are summer rolls, as spring rolls are fried). But they are TASTY. Peanut sauce, crunchy fresh veggies, fat shrimp. MMMMMMMM I want some right now. Last, you MUST get the Vietnamese coffee! You brew it yourself in the cutest little contraption that drips right into a tiny glass of calorie-free sweetened condensed milk. It IS calorie free, right? RIGHT?! When it's done brewing you pour it over a cup of ice and it is DECADENT. Go there. Now. And crave it every day thereafter."
3ldgW4k0G1Eb6ZpQJcKdUA,La Grande Orange Grocery,Food#Grocery,R8VwdLyvsp9iybNqRvm94g,Amanda,1.20961E+12,1,0,1,307,20,4,3.81,12,33.50231263,-111.9957522,"I read about this place on a blog coincidentally right before I went to Phoenix to visit friends, so I suggested it to them and we hit it up for lunch one day!The store itself is super cute. Lots of awesome stuff to gape at while you're waiting for your food. The food- delicious! I had the Shredded Kale Salad & Quinoa. I was looking for a light, healthy lunch and this fit the bill. I also had some super delicious iced green tea. We ate outside at a picnic table. Parking was tough, though. We parked in the neighborhood a block and a half away. There's not much else around except this little plaza- it's smack in the middle of a residential neighborhood.If you're visiting the Phoenix area, it's worth a visit to La Grande Orange!"
3ldgW4k0G1Eb6ZpQJcKdUA,Goodcents,Sandwiches#Restaurants,rRe2eLIQ4MQ7d6vFL26Qdg,Ginny,1.30422E+12,0,0,2,12,2,4,3.82,0,33.6251795,-112.4143802,"I have to say they are better than Subway, that's for sure. At least they put meat and cheese and the fixing's on your Sub not like subway where they measure everything and you get home and you pretty much just taste the bread. The staff is young but very polite and helpful. Maybe a little suggestion...if you can make homemade salads like Macaroni, potato salad it would be alot better."
3ldgW4k0G1Eb6ZpQJcKdUA,Nine Fine Irishmen,Pubs#Bars#Nightlife#Irish#Restaurants,05tazaFQt1EnQ_Gk_1AFyg,Jason,1.31485E+12,0,0,0,615,38,4,3.77,11,36.103087,-115.17352,"I ate here this past Sunday evening for a late dinner with my girlfriend.  Whenever we walked by the place was packed but we were told that it would only be a 10 minute wait.  Less than 5 minutes later we were in and seated.  The inside of the place was cool, done mostly in wood and there was an Irish band playing like there is every night after 9.For dinner my girlfriend and I decided to start off by splitting the goat cheese salad and beer cheese dip.  The salad was pretty refreshing as it had a vinaigrette dressing with a nice big hunk of goat cheese on top of it.  However it paled in comparison to the beer cheese dip which came served with some crackers and bread.  Man was that stuff good and very cheesy!  You could even taste the hint of Smithwick's that went into it. For my entree I decided on the bangers and mash since we were at an Irish place.  It came with two links of sausage covered in a mushroom sauce covering the mashed potatoes which in turn were covered with cabbage.  My favorite part of my entree was the mashed potatoes which had some mustard seed in it which gave it a nice taste.  Other than that the rest of my entree was also good.The bottom line for me is that I would head back here in the future but before the live band starts at 9 PM.  You see the state of NV has an 18%+ sales tax on all food and drinks when there is live entertainment or so our waiter explained to me.  So while I enjoyed the food and atmosphere that definitely left a sour taste in my mouth."
3ldgW4k0G1Eb6ZpQJcKdUA,Soyo Korean Barstaurant,Korean#Barbeque#Restaurants,G6mZKMiDqHDgH92IOg9QhQ,Rowie,1.32012E+12,1,0,1,9,10,5,5,0,36.04714719,-115.2437389,"My favorite spot to eat korean food and drink soju & Makkoli. The food is authentic, and not your average korean bbq joint (because it's not korean bbq). My favorite dish is the stir fried intestines & blood sausage, steamed pork & cabbage wrap, ox tail beef soup, potato pan cake, and many more, all delicious. They also serve a lot of side dishes as well, and the atmosphere is fun yet cozy, its a pretty busy place, and they close late."
